Logaritmo,1,2.662757831681574
Logaritmo,2,2.833784374656479
Logaritmo,3,2.6364878963533656
Logaritmo,4,2.6364878963533656
Logaritmo,5,2.708420900134713
Logaritmo,6,2.571708831808688
Logaritmo,7,2.611723308007342
Logaritmo,8,2.749736315569061
Logaritmo,9,2.6954816764901977
Logaritmo,10,2.870403905279027
Logaritmo,11,2.6599162000698504
Logaritmo,12,2.645422269349092
Logaritmo,13,2.718501688867274
Logaritmo,14,2.5888317255942073
Logaritmo,15,2.639486489268586
Logaritmo,16,2.77232170672292
Logaritmo,17,2.716003343634799
Logaritmo,18,2.8615344108590377
Logaritmo,19,2.6875289612146345
Logaritmo,20,2.6954816764901977
Logaritmo,21,2.776701183988411
Logaritmo,22,2.645422269349092
Logaritmo,23,2.7032913781186614
Logaritmo,24,2.8221680793680175
Logaritmo,25,2.7450747915820575
Logaritmo,26,2.877371345869774
Logaritmo,27,2.718501688867274
Logaritmo,28,2.7209857441537393
Logaritmo,29,2.791690649020118
Logaritmo,30,2.6981005456233897
Logaritmo,31,2.7307822756663893
Logaritmo,32,2.8182258936139557
Logaritmo,33,2.797959643737196
Logaritmo,34,2.924795995797912
Logaritmo,35,2.791690649020118
Logaritmo,36,2.7810369386211318
Logaritmo,37,2.8488047010518036
Logaritmo,38,2.7810369386211318
Logaritmo,39,2.81424759573192
Logaritmo,40,2.900913067737669
Logaritmo,41,2.870403905279027
Logaritmo,42,2.967547976218862
Logaritmo,43,2.776701183988411
Logaritmo,44,2.7788744720027396
Logaritmo,45,2.82020145948564
Logaritmo,46,2.7259116322950483
Logaritmo,47,2.7450747915820575
Logaritmo,48,2.8615344108590377
Logaritmo,49,2.802089257881733
Logaritmo,50,2.9731278535996988
Logaritmo,51,2.776701183988411
Logaritmo,52,2.7831886910752575
Logaritmo,53,2.8260748027008264
Logaritmo,54,2.7209857441537393
Logaritmo,55,2.7520484478194387
Logaritmo,56,2.841359470454855
