1,1,976
2,2,1486
3,3,981
4,4,981
5,5,1187
6,6,937
7,7,1013
8,8,1398
9,9,1300
10,10,2026
11,11,1197
12,12,1062
13,13,1295
14,14,1072
15,15,1256
16,16,1668
17,17,1516
18,18,1891
19,19,1467
20,20,1548
21,21,1970
22,22,1558
23,23,1877
24,24,2316
25,25,1840
26,26,2134
27,27,1791
28,28,1818
29,29,2159
30,30,2071
31,31,2174
32,32,2262
33,33,2488
34,34,2917
35,35,2655
36,36,2520
37,37,2942
38,38,3016
39,39,3200
40,40,3504
41,41,3514
42,42,3700
43,43,2466
44,44,2493
45,45,2537
46,46,2368
47,47,2336
48,48,2883
49,49,2542
50,50,3808
51,51,2466
52,52,2547
53,53,2618
54,54,2314
55,55,2417
56,56,2586
57,57,2488
58,58,3133
59,59,2655
60,60,2790
61,61,2780
62,62,2638
63,63,2579
64,64,3154
65,65,3134
66,66,3509
67,67,2901
68,68,2935
69,69,3380
70,70,3073
71,71,3125
72,72,3616
73,73,3421
74,74,3554
75,75,3239
76,76,2875
77,77,3585
78,78,3126
79,79,3565
80,80,3460
81,81,3338
82,82,3911
83,83,3039
84,84,2976
85,85,3648
86,86,2866
87,87,3071
88,88,3250
89,89,3199
90,90,3530
91,91,3035
92,92,2826
93,93,3222
94,94,2831
95,95,3276
96,96,3020
97,97,3016
98,98,3240
99,99,2915
100,100,2791
101,101,3123
102,102,2874
103,103,3019
104,104,3493
105,105,3219
106,106,3825
107,107,3004
108,108,3518
109,109,3770
110,110,3573
111,111,3664
112,112,4342
113,113,4029
114,114,4682
115,115,3778
116,116,4206
117,117,4025
118,118,4444
119,119,3868
120,120,4817
121,121,4406
122,122,4626
123,123,4335
124,124,5046
125,125,4859
126,126,5107
