1,1,2483
2,2,749
3,3,599
4,4,598
5,5,577
6,6,589
7,7,597
8,8,638
9,9,705
10,10,734
11,11,789
12,12,711
13,13,732
14,14,734
15,15,772
16,16,797
17,17,805
18,18,763
19,19,790
20,20,804
21,21,830
22,22,813
23,23,836
24,24,832
25,25,845
26,26,858
27,27,882
28,28,892
29,29,877
30,30,849
31,31,860
32,32,884
33,33,892
34,34,880
35,35,884
36,36,872
37,37,846
38,38,847
39,39,855
40,40,864
41,41,877
42,42,880
